Travel time,Path distance,Travel time ratio,Path length ratio,Travel time standard deviation,Ratio failed instances,Computation time
23.61808367071526,23.386639676113354,1.0236219113056715,1.013042173191362,1.8487194248604246,0.012,0.0007174052046699883
