File index,Travel time,Path distance,Travel time ratio,Path length ratio,Computation time
0, 24.0, 24.0, 1.0, 1.0, 0.0
1, 24.0, 24.0, 1.0, 1.0, 0.0
2, 23.0, 23.0, 1.0, 1.0, 0.0
3, 21.0, 21.0, 1.0, 1.0, 0.0
4, 25.0, 25.0, 1.0, 1.0, 0.015618085861206055
5, 23.0, 23.0, 1.0, 1.0, 0.0
6, 22.0, 22.0, 1.0, 1.0, 0.0
7, 20.0, 20.0, 1.0, 1.0, 0.0
8, 26.0, 26.0, 1.0, 1.0, 0.0
9, 22.0, 22.0, 1.0, 1.0, 0.0
