File index,Travel time,Path distance,Travel time ratio,Path length ratio,Travel time standard deviation,Number of failed instances,Computation time
0, 23.333333333333332, 23.333333333333332, 1.0, 1.0, 1.247219128924647, 0, 0.0
1, 24.333333333333332, 24.333333333333332, 1.0317460317460319, 1.0317460317460319, 0.9428090415820634, 0, 0.0
10, 21.666666666666668, 21.666666666666668, 1.0, 1.0, 0.9428090415820634, 0, 0.0
100, 24.666666666666668, 24.666666666666668, 1.0, 1.0, 3.0912061651652345, 0, 0.0
101, 24.0, 24.0, 1.0, 1.0, 0.816496580927726, 0, 0.0
102, 22.0, 22.0, 1.0, 1.0, 0.816496580927726, 0, 0.005207379659016927
103, 24.333333333333332, 24.0, 1.075757575757576, 1.0606060606060606, 2.0548046676563256, 0, 0.0
104, 23.666666666666668, 23.666666666666668, 1.0, 1.0, 2.3570226039551585, 0, 0.0
105, 23.0, 23.0, 1.0, 1.0, 2.160246899469287, 0, 0.0
106, 21.666666666666668, 21.666666666666668, 1.0, 1.0, 0.4714045207910317, 0, 0.0
107, 22.0, 21.666666666666668, 1.0144927536231885, 1.0, 1.632993161855452, 0, 0.000372012456258138
108, 22.333333333333332, 22.333333333333332, 1.0, 1.0, 2.0548046676563256, 0, 0.0
109, 21.666666666666668, 21.666666666666668, 1.0, 1.0, 0.9428090415820634, 0, 0.0
11, 23.0, 23.0, 1.0, 1.0, 2.160246899469287, 0, 0.0
110, 22.0, 22.0, 1.0303030303030303, 1.0303030303030303, 1.4142135623730951, 0, 0.0
111, 22.666666666666668, 22.666666666666668, 1.0, 1.0, 0.9428090415820634, 0, 0.005219221115112305
112, 22.666666666666668, 22.666666666666668, 1.0634920634920635, 1.0634920634920635, 1.699673171197595, 0, 0.0
113, 25.666666666666668, 25.666666666666668, 1.0606060606060606, 1.0606060606060606, 0.4714045207910317, 0, 0.0
114, 23.333333333333332, 23.333333333333332, 1.0, 1.0, 0.9428090415820634, 0, 0.0
115, 23.0, 23.0, 1.0, 1.0, 2.160246899469287, 0, 0.0
116, 22.666666666666668, 22.666666666666668, 1.0, 1.0, 0.9428090415820634, 0, 0.0
117, 20.333333333333332, 20.333333333333332, 1.0, 1.0, 0.4714045207910317, 0, 0.0
118, 22.0, 22.0, 1.0, 1.0, 0.816496580927726, 0, 0.0
119, 21.0, 21.0, 1.0, 1.0, 0.0, 0, 0.0052068233489990234
12, 22.333333333333332, 22.333333333333332, 1.0, 1.0, 0.4714045207910317, 0, 0.0
120, 22.0, 22.0, 1.0, 1.0, 2.160246899469287, 0, 0.0
121, 22.666666666666668, 22.333333333333332, 1.0476190476190477, 1.0317460317460319, 1.247219128924647, 0, 0.0
122, 24.0, 24.0, 1.0, 1.0, 1.632993161855452, 0, 0.0
123, 23.666666666666668, 23.666666666666668, 1.0289855072463767, 1.0289855072463767, 1.247219128924647, 0, 0.0
124, 21.333333333333332, 21.333333333333332, 1.0, 1.0, 0.4714045207910317, 0, 0.0
125, 23.333333333333332, 23.333333333333332, 1.0, 1.0, 1.247219128924647, 0, 0.0
126, 26.0, 26.0, 1.0, 1.0, 2.943920288775949, 0, 0.0
127, 25.666666666666668, 25.666666666666668, 1.0634920634920635, 1.0634920634920635, 2.494438257849294, 0, 0.0
128, 21.0, 21.0, 1.0, 1.0, 0.816496580927726, 0, 0.005207220713297526
129, 24.333333333333332, 24.333333333333332, 1.0, 1.0, 0.4714045207910317, 0, 0.0
